Brand,Price,Horsepower,Fuel Efficiency,Encoded Brand,scaled horsepower,scaled fuel efficiency,scaled brand,Performance Index
Brand X,46029,279,23.3,8,0.4475,0.532,0.875,0.004394838
Brand E,54492,363,31.6,2,0.6575,0.864,0.125,0.00483704
Brand E,60291,186,25.7,2,0.215,0.628,0.125,0.002287406
Brand C,98871,200,25.6,6,0.25,0.624,0.625,0.001493663
Brand W,84690,397,23,1,0.7425,0.52,0,0.003362853
Brand W,98536,333,31,1,0.5825,0.84,0,0.002460015
Brand A,33809,152,27,4,0.13,0.68,0.375,0.003386672
Brand Z,72220,470,24.9,7,0.925,0.596,0.75,0.004658959
Brand C,30927,110,21.2,6,0.025,0.448,0.625,0.002695379
Brand Y,47337,156,29.1,3,0.14,0.764,0.25,0.002491286
Brand C,54117,302,32.7,6,0.505,0.908,0.625,0.004087625
Brand D,75437,488,28.2,9,0.97,0.728,1,0.004640428
Brand A,50767,408,12.8,4,0.77,0.112,0.375,0.005701341
Brand D,54361,227,12.3,9,0.3175,0.092,1,0.002990931
Brand E,48195,406,13.7,2,0.765,0.148,0.125,0.005982156
Brand D,67874,374,23.9,9,0.685,0.556,1,0.003962784
Brand C,94345,228,10.6,6,0.32,0.024,0.625,0.00172537
Brand A,55868,426,13.4,4,0.815,0.136,0.375,0.005409537
Brand E,56200,473,24.6,2,0.9325,0.584,0.125,0.006022776
Brand E,74401,100,33.9,2,0,0.956,0.125,0.001077539
Brand D,57962,224,16.9,9,0.31,0.276,1,0.002792692
Brand A,72411,152,21.8,4,0.13,0.472,0.375,0.001559708
Brand Y,78607,405,30.4,3,0.7625,0.816,0.25,0.003722569
Brand C,44076,337,34.9,6,0.5925,0.996,0.625,0.005589663
Brand X,82356,335,21.3,8,0.5875,0.452,0.875,0.002924984
Brand A,95297,369,31.2,4,0.6725,0.848,0.375,0.002808693
Brand Z,43963,445,34.7,7,0.8625,0.988,0.75,0.007322294
Brand X,90851,278,19.4,8,0.445,0.376,0.875,0.00220603
Brand E,81269,438,22.1,2,0.845,0.484,0.125,0.003854237
Brand E,99631,484,10.9,2,0.96,0.036,0.125,0.003433369
Brand X,86114,462,22.9,8,0.905,0.516,0.875,0.003835265
Brand D,53810,229,27.2,9,0.3225,0.688,1,0.003130645
Brand B,48847,433,29.2,5,0.8325,0.768,0.5,0.006384425
Brand C,74853,470,19.8,6,0.925,0.392,0.625,0.004474637
Brand B,92628,481,17.9,5,0.9525,0.316,0.5,0.003692944
Brand D,68881,249,15.4,9,0.3725,0.216,1,0.002597523
Brand X,64418,258,26.7,8,0.395,0.668,0.875,0.002927908
Brand W,41378,449,14.4,1,0.8725,0.176,0,0.007700227
Brand Z,86175,191,14.5,7,0.2275,0.18,0.75,0.001601973
Brand W,64043,273,31,1,0.4325,0.84,0,0.003129148
Brand Y,58136,135,14.1,3,0.0875,0.164,0.25,0.001698259
Brand Y,92017,464,21.7,3,0.91,0.468,0.25,0.00360053
Brand W,40115,247,22.7,1,0.3675,0.508,0,0.00447987
Brand D,69493,181,31.4,9,0.2025,0.856,1,0.001958758
Brand X,41635,152,10.4,8,0.13,0.016,0.875,0.002630479
Brand D,45048,190,18.2,9,0.225,0.328,1,0.00307361
Brand C,99030,360,22,6,0.65,0.48,0.625,0.00261133
Brand A,30086,388,11.9,4,0.72,0.076,0.375,0.009146114
Brand X,56794,300,24.5,8,0.5,0.58,0.875,0.003826989
Brand D,45956,139,31.1,9,0.0975,0.844,1,0.002320263
Brand A,84498,222,13.1,4,0.305,0.124,0.375,0.001885607
Brand Z,42423,278,21.1,7,0.445,0.444,0.75,0.004736346
Brand E,53588,394,14.5,2,0.735,0.18,0.125,0.00522785
Brand E,45498,406,33.3,2,0.765,0.932,0.125,0.006465999
Brand Y,51107,482,20.8,3,0.955,0.432,0.25,0.006723932
Brand W,77988,224,29,1,0.31,0.76,0,0.002122121
Brand Z,68807,115,23.7,7,0.0375,0.548,0.75,0.001273272
Brand X,52132,211,16.2,8,0.2775,0.248,0.875,0.002926418
Brand W,83839,457,21.6,1,0.8925,0.464,0,0.003892938
Brand X,75196,472,13.8,8,0.93,0.152,0.875,0.004448907
Brand Y,59089,314,27.3,3,0.535,0.692,0.25,0.003858417
Brand X,50222,234,25.5,8,0.335,0.62,0.875,0.003413843
Brand A,88690,353,20.8,4,0.6325,0.432,0.375,0.002856466
Brand X,85920,256,20.1,8,0.39,0.404,0.875,0.002155843
Brand C,40981,477,12.3,6,0.9425,0.092,0.625,0.00823772
Brand Z,46944,149,13.7,7,0.1225,0.148,0.75,0.002309347
Brand X,40712,152,22.7,8,0.13,0.508,0.875,0.002780753
Brand W,60538,245,18.8,1,0.3625,0.352,0,0.002926096
Brand E,73465,426,10,2,0.815,0,0.125,0.004099912
Brand W,94068,104,25.1,1,0.01,0.604,0,0.000853957
Brand E,59108,428,29.4,2,0.82,0.776,0.125,0.005217906
Brand A,46632,401,24.2,4,0.7525,0.568,0.375,0.006175159
Brand Z,30088,402,19.9,7,0.755,0.396,0.75,0.009550984
Brand D,33151,312,20.9,9,0.53,0.436,1,0.006777171
Brand D,80454,206,28.8,9,0.265,0.752,1,0.001899719
Brand Y,71350,284,13,3,0.46,0.12,0.25,0.002840925
Brand B,69759,168,19.3,5,0.17,0.372,0.5,0.001768804
Brand E,42066,318,15.8,2,0.545,0.232,0.125,0.005404365
Brand X,52478,419,10.2,8,0.7975,0.008,0.875,0.005647319
Brand C,94362,310,31.5,6,0.525,0.86,0.625,0.002399801
Brand C,64771,235,30.6,6,0.3375,0.824,0.625,0.002681447
Brand Z,59836,127,33.6,7,0.0675,0.944,0.75,0.001654188
Brand E,39299,243,20.4,2,0.3575,0.416,0.125,0.004484084
Brand Z,87596,389,12.5,7,0.7225,0.1,0.75,0.0031514
Brand B,77967,270,30.8,5,0.425,0.832,0.5,0.002542614
Brand B,55381,377,12.2,5,0.6925,0.088,0.5,0.00483126
Brand Y,55965,235,30.8,3,0.3375,0.832,0.25,0.00310444
Brand E,61863,255,31,2,0.3875,0.84,0.125,0.00303574
Brand A,81083,218,34.7,4,0.295,0.988,0.375,0.002010409
Brand X,80095,279,12.4,8,0.4475,0.096,0.875,0.002484799
Brand X,40851,181,23.8,8,0.2025,0.552,0.875,0.003276297
Brand Y,58857,214,33.7,3,0.285,0.948,0.25,0.002716924
Brand E,68112,287,16.2,2,0.4675,0.248,0.125,0.003020907
Brand E,91467,130,21.3,2,0.075,0.452,0.125,0.001064756
Brand B,77901,496,25.3,5,0.99,0.612,0.5,0.00455437
Brand E,34066,433,17.5,2,0.8325,0.3,0.125,0.009051547
Brand A,90869,486,24.6,4,0.965,0.584,0.375,0.003825067
Brand X,38678,459,11.2,8,0.8975,0.048,0.875,0.008393919
Brand D,50029,177,26.6,9,0.1925,0.664,1,0.002636071
Brand Z,83571,344,18.6,7,0.61,0.344,0.75,0.002948152
Brand Y,72656,415,26.1,3,0.7875,0.644,0.25,0.004106061
Brand D,44106,210,16.8,9,0.275,0.272,1,0.00344715
Brand Y,71306,369,15.6,3,0.6725,0.224,0.25,0.003688049
Brand A,36515,126,29.2,4,0.065,0.768,0.375,0.002655347
Brand B,86054,487,19.2,5,0.9675,0.368,0.5,0.004028401
Brand W,61171,421,30.6,1,0.8025,0.824,0,0.004967713
Brand C,66050,223,18.6,6,0.3075,0.344,0.625,0.002447843
Brand A,78331,315,29.9,4,0.5375,0.796,0.375,0.002929492
Brand A,94574,352,34,4,0.63,0.96,0.375,0.002713219
Brand D,32484,308,33.3,9,0.52,0.932,1,0.00694465
Brand Y,36529,126,20.5,3,0.065,0.42,0.25,0.002582879
Brand E,76781,495,20.8,2,0.9875,0.432,0.125,0.004594105
Brand A,41868,189,28.9,4,0.2225,0.756,0.375,0.003367011
Brand E,61652,470,15.5,2,0.925,0.22,0.125,0.005411828
Brand E,87559,245,24.8,2,0.3625,0.592,0.125,0.002043651
Brand A,87942,170,34.8,4,0.175,0.992,0.375,0.001471879
Brand X,50188,366,27.3,8,0.665,0.692,0.875,0.005267992
Brand C,94024,266,28,6,0.415,0.72,0.625,0.002069684
Brand D,52998,386,30.7,9,0.715,0.828,1,0.005272086
Brand B,93665,291,13.3,5,0.4775,0.132,0.5,0.00221737
Brand Z,73706,250,12.5,7,0.375,0.1,0.75,0.002425176
Brand D,76049,150,21.1,9,0.125,0.444,1,0.001463925
Brand Z,58308,123,14.7,7,0.0575,0.188,0.75,0.001552274
Brand A,41718,169,29,4,0.1725,0.76,0.375,0.003044249
Brand A,65943,388,10.8,4,0.72,0.032,0.375,0.004167842
Brand X,79055,124,11.6,8,0.06,0.064,0.875,0.00114199
Brand A,35710,284,34.2,4,0.46,0.968,0.375,0.005854383
Brand D,52546,134,34.4,9,0.085,0.976,1,0.001981502
Brand X,69384,335,17.7,8,0.5875,0.308,0.875,0.003456272
Brand D,55716,195,13.6,9,0.2375,0.144,1,0.002523153
Brand Z,42582,372,10.5,7,0.68,0.02,0.75,0.006189235
Brand X,40594,343,16,8,0.6075,0.24,0.875,0.006032911
Brand B,32807,179,30.2,5,0.1975,0.808,0.5,0.004095467
Brand C,76628,263,23.4,6,0.4075,0.536,0.625,0.002494127
Brand C,97573,190,29.7,6,0.225,0.788,0.625,0.001454398
Brand X,71587,169,25.1,8,0.1725,0.604,0.875,0.001757721
Brand W,35860,190,17.4,1,0.225,0.296,0,0.003854434
Brand X,59949,264,29,8,0.41,0.76,0.875,0.003227744
Brand Y,95713,377,32.6,3,0.6925,0.904,0.25,0.002859382
Brand W,74355,314,30.2,1,0.535,0.808,0,0.003077937
Brand Y,90991,369,15.3,3,0.6725,0.212,0.25,0.002889187
Brand Z,76463,300,21.6,7,0.5,0.464,0.75,0.002831173
Brand Z,61373,435,21.3,7,0.8375,0.452,0.75,0.005065583
Brand W,76869,497,19.5,1,0.9925,0.38,0,0.004601985
Brand A,36520,234,29.2,4,0.335,0.768,0.375,0.004725082
Brand E,59473,474,22.9,2,0.935,0.516,0.125,0.005694517
Brand X,73744,220,33.9,8,0.3,0.956,0.875,0.002226215
Brand D,42753,231,12.4,9,0.3275,0.096,1,0.003869202
Brand E,47278,165,29.3,2,0.1625,0.772,0.125,0.002628918
Brand X,97117,456,30,8,0.89,0.8,0.875,0.003379429
Brand Y,62472,341,10.8,3,0.6025,0.032,0.25,0.003872775
Brand C,90747,257,14.9,6,0.3925,0.196,0.625,0.002031693
Brand Z,73334,299,10.1,7,0.4975,0.004,0.75,0.002895383
Brand B,76134,497,27.9,5,0.9925,0.716,0.5,0.004679512
Brand E,79301,441,20.4,2,0.8525,0.416,0.125,0.003969937
Brand C,34348,384,28.7,6,0.71,0.748,0.625,0.008076453
Brand B,81809,136,33.5,5,0.09,0.94,0.5,0.001286533
Brand Z,71884,178,16.9,7,0.195,0.276,0.75,0.001803878
Brand X,55257,450,18.6,8,0.875,0.344,0.875,0.005801618
Brand X,77592,298,17.2,8,0.495,0.288,0.875,0.002754923
Brand C,31493,129,27.3,6,0.0725,0.692,0.625,0.003127362
Brand Z,63287,413,25.5,7,0.7825,0.62,0.75,0.004688957
Brand C,31198,332,22.2,6,0.58,0.488,0.625,0.007662671
Brand D,33962,309,25,9,0.5225,0.6,1,0.006589718
Brand Y,82046,215,29.6,3,0.2875,0.784,0.25,0.001942569
Brand Z,63948,199,34,7,0.2475,0.96,0.75,0.002337837
Brand Y,72469,302,26.6,3,0.505,0.664,0.25,0.003027225
Brand X,77029,156,25.5,8,0.14,0.62,0.875,0.001516961
Brand W,88900,226,29.5,1,0.315,0.78,0,0.001879078
Brand Z,67749,122,14.3,7,0.055,0.172,0.75,0.001323857
Brand X,71731,390,12.8,8,0.725,0.112,0.875,0.003859419
Brand D,85972,151,31.3,9,0.1275,0.852,1,0.001338692
Brand X,32171,275,13.1,8,0.4375,0.124,0.875,0.00610581
Brand A,73830,490,17.3,4,0.975,0.292,0.375,0.004716105
Brand C,67518,195,27.2,6,0.2375,0.688,0.625,0.00214254
Brand D,69742,463,21.1,9,0.9075,0.444,1,0.004737891
Brand X,43706,127,32.9,8,0.0675,0.916,0.875,0.002259873
Brand D,91808,170,23.2,9,0.175,0.528,1,0.001371994
Brand C,83818,325,21.2,6,0.5625,0.448,0.625,0.002790093
Brand D,56305,366,19.9,9,0.665,0.396,1,0.004656247
Brand B,57018,289,33.2,5,0.4725,0.928,0.5,0.003722684
Brand X,40104,278,21.8,8,0.445,0.472,0.875,0.00501546
Brand C,68852,336,16.2,6,0.59,0.248,0.625,0.003486609
Brand W,82141,266,21,1,0.415,0.44,0,0.002343531
Brand A,67295,176,31.7,4,0.19,0.868,0.375,0.001972063
Brand Z,46879,426,34.3,7,0.815,0.972,0.75,0.006580558
Brand D,59172,377,32.9,9,0.6925,0.916,1,0.004626682
Brand A,38162,383,29.9,4,0.7075,0.796,0.375,0.007260364
Brand Y,33791,217,28.2,3,0.2925,0.728,0.25,0.004745642
Brand Y,63133,484,19.4,3,0.96,0.376,0.25,0.005458635
Brand B,63170,376,10.8,5,0.69,0.032,0.5,0.004217825
Brand C,69084,479,10.7,6,0.9475,0.028,0.625,0.004899977
Brand A,83274,193,30.5,4,0.2325,0.82,0.375,0.001732233
Brand Y,92316,134,11.3,3,0.085,0.052,0.25,0.001052797
Brand C,97138,281,24.9,6,0.4525,0.596,0.625,0.002101855
Brand A,75529,211,22,4,0.2775,0.48,0.375,0.002042924
Brand Z,91613,430,33.6,7,0.825,0.944,0.75,0.003395588
Brand E,55348,140,28.2,2,0.1,0.728,0.125,0.001923466
Brand Z,30231,224,12.6,7,0.31,0.104,0.75,0.005311766
Brand E,44876,289,30.6,2,0.4725,0.824,0.125,0.004712541
Brand C,34771,427,15.5,6,0.8175,0.22,0.625,0.008729976
Brand E,56471,304,26.8,2,0.51,0.672,0.125,0.00391068
Brand A,39539,478,32.6,4,0.945,0.904,0.375,0.008709881
Brand W,50645,273,20.7,1,0.4325,0.428,0,0.003895942
Brand X,85149,219,26,8,0.2975,0.64,0.875,0.001891978
Brand Z,71680,149,21,7,0.1225,0.44,0.75,0.001542969
Brand E,34193,324,32.6,2,0.56,0.904,0.125,0.00691896
Brand A,97040,345,12.7,4,0.6125,0.108,0.375,0.002527927
Brand X,79141,179,25.8,8,0.1975,0.632,0.875,0.00168105
Brand W,83278,355,23.9,1,0.6375,0.556,0,0.003070079
Brand A,68672,383,32.3,4,0.7075,0.892,0.375,0.004045171
Brand X,98372,404,26.6,8,0.76,0.664,0.875,0.002955922
Brand B,86777,153,16.2,5,0.1325,0.248,0.5,0.001290204
Brand E,37511,422,33.8,2,0.805,0.952,0.125,0.008145344
Brand Y,98853,344,11.2,3,0.61,0.048,0.25,0.00246993
Brand Y,38445,453,26.5,3,0.8825,0.66,0.25,0.008454936
Brand Y,74350,225,20.4,3,0.3125,0.416,0.25,0.002200672
Brand Y,92655,202,25.4,3,0.255,0.616,0.25,0.001608332
Brand E,43652,394,27.3,2,0.735,0.692,0.125,0.006505773
Brand B,81046,479,25.1,5,0.9475,0.604,0.5,0.004230067
Brand B,35820,108,21.3,5,0.02,0.452,0.5,0.002288945
Brand Z,86749,106,17.7,7,0.015,0.308,0.75,0.000916552
Brand B,37340,303,33.7,5,0.5075,0.948,0.5,0.005950991
Brand Y,76746,426,28.9,3,0.815,0.756,0.25,0.003998515
Brand A,64870,359,25.8,4,0.6475,0.632,0.375,0.003993217
Brand D,88226,206,30.6,9,0.265,0.824,1,0.00173849
Brand E,30252,212,33.9,2,0.28,0.956,0.125,0.005241637
Brand Z,78717,387,17.6,7,0.7175,0.304,0.75,0.003508518
Brand Z,45733,121,12,7,0.0525,0.08,0.75,0.001930772
Brand D,73052,108,19.4,9,0.02,0.376,1,0.001114549
Brand X,65238,259,20,8,0.3975,0.4,0.875,0.002871026
Brand B,67611,177,12.4,5,0.1925,0.096,0.5,0.001887563
Brand C,41340,382,12.1,6,0.705,0.084,0.625,0.00655612
Brand A,83057,263,20.6,4,0.4075,0.424,0.375,0.002290957
Brand Z,53350,372,29.7,7,0.68,0.788,0.75,0.005047985
Brand Z,39647,393,10.9,7,0.7325,0.036,0.75,0.007021212
Brand Y,99147,164,33.2,3,0.16,0.928,0.25,0.001258334
Brand X,82184,361,28.2,8,0.6525,0.728,0.875,0.003177747
Brand D,57966,120,25.4,9,0.05,0.616,1,0.001580582
Brand A,51045,206,29.5,4,0.265,0.78,0.375,0.002998335
Brand Z,99858,485,23.4,7,0.9625,0.536,0.75,0.003470128
Brand C,34841,299,29.7,6,0.4975,0.788,0.625,0.006263023
Brand C,59766,285,32.8,6,0.4625,0.912,0.625,0.00350266
Brand D,81649,229,29.6,9,0.3225,0.784,1,0.00207204
Brand D,34278,202,26.7,9,0.255,0.668,1,0.004358772
Brand B,70338,187,16.5,5,0.2175,0.26,0.5,0.001931388
Brand C,65119,253,29.8,6,0.3825,0.792,0.625,0.002856923
Brand W,81280,124,20.9,1,0.06,0.436,0,0.001145054
Brand W,63712,398,27.3,1,0.745,0.692,0,0.00450135
Brand C,51615,228,32.5,6,0.32,0.9,0.625,0.003281023
Brand E,38196,387,23.1,2,0.7175,0.524,0.125,0.007273798
Brand B,72743,398,14.8,5,0.745,0.192,0.5,0.003890959
Brand W,66725,229,17.9,1,0.3225,0.316,0,0.002482877
Brand C,78942,266,23,6,0.415,0.52,0.625,0.0024461
Brand D,45467,191,22.1,9,0.2275,0.484,1,0.003086414
Brand W,48206,497,21.6,1,0.9925,0.464,0,0.007351367
Brand W,31700,491,12.3,1,0.9775,0.092,0,0.010958675
Brand Z,71118,415,32.7,7,0.7875,0.908,0.75,0.0042227
Brand A,89443,145,32.4,4,0.1125,0.896,0.375,0.001243473
Brand E,30203,338,18,2,0.595,0.32,0.125,0.008012449
Brand Z,54315,471,32.6,7,0.9275,0.904,0.75,0.006250207
Brand E,74860,108,19.8,2,0.02,0.392,0.125,0.001089233
Brand X,95989,281,30.3,8,0.4525,0.812,0.875,0.002143891
Brand W,94717,185,10.5,1,0.2125,0.02,0,0.001400488
Brand E,35928,474,31.7,2,0.935,0.868,0.125,0.009499833
Brand X,31478,246,20.7,8,0.365,0.428,0.875,0.005667768
Brand E,37685,433,24.4,2,0.8325,0.576,0.125,0.00823723
Brand Y,69899,408,15.7,3,0.77,0.228,0.25,0.004153278
Brand B,73478,389,27.6,5,0.7225,0.704,0.5,0.003818558
Brand C,78914,356,31.5,6,0.64,0.86,0.625,0.003277619
Brand Z,65907,105,25,7,0.0125,0.6,0.75,0.001229005
Brand X,74078,474,22.8,8,0.935,0.512,0.875,0.004571398
Brand A,90837,346,12.9,4,0.615,0.116,0.375,0.002708918
Brand Z,68031,152,33.2,7,0.13,0.928,0.75,0.001710397
Brand E,99189,346,14.1,2,0.615,0.164,0.125,0.002484449
Brand B,78929,139,24.7,5,0.0975,0.588,0.5,0.001326635
Brand Z,99855,397,33.3,7,0.7425,0.932,0.75,0.00288308
Brand B,71179,427,34.6,5,0.8175,0.984,0.5,0.004345102
Brand W,91224,357,12.9,1,0.6425,0.116,0,0.002781834
Brand Y,68928,152,18.3,3,0.13,0.332,0.25,0.001623288
Brand Y,79836,392,19.2,3,0.73,0.368,0.25,0.003509194
Brand A,43088,138,25.1,4,0.095,0.604,0.375,0.002416682
Brand D,79814,458,15,9,0.895,0.2,1,0.00407322
Brand A,76178,356,29.1,4,0.64,0.764,0.375,0.003385886
Brand D,95419,189,31.6,9,0.2225,0.864,1,0.001485868
Brand A,47514,252,27.5,4,0.38,0.7,0.375,0.003886223
Brand X,92904,142,31.3,8,0.105,0.852,0.875,0.001170994
Brand Z,67212,124,27.8,7,0.06,0.712,0.75,0.001415521
Brand A,94245,269,25.4,4,0.4225,0.616,0.375,0.002078837
Brand Y,77532,293,16.2,3,0.4825,0.248,0.25,0.002708043
Brand C,74451,138,31.9,6,0.095,0.876,0.625,0.001426039
Brand E,32663,398,23.8,2,0.745,0.552,0.125,0.008748125
Brand Z,44861,119,24.6,7,0.0475,0.584,0.75,0.002021355
Brand Z,79638,455,28.2,7,0.8875,0.728,0.75,0.004105578
Brand W,44180,149,21.4,1,0.1225,0.456,0,0.002506111
Brand C,49038,369,21.5,6,0.6725,0.46,0.625,0.005398874
Brand Y,43913,178,18.3,3,0.195,0.332,0.25,0.002962448
Brand E,83824,450,32.5,2,0.875,0.9,0.125,0.003874189
Brand D,81536,307,27,9,0.5175,0.68,1,0.002734988
Brand B,47201,429,27.2,5,0.8225,0.688,0.5,0.006535031
Brand E,57805,365,12.6,2,0.6625,0.104,0.125,0.004485425
Brand B,52505,292,16.8,5,0.48,0.272,0.5,0.003988953
Brand W,61986,373,21.6,1,0.6825,0.464,0,0.004316781
Brand Z,40995,378,24.3,7,0.695,0.572,0.75,0.006632272
Brand E,90730,427,15.3,2,0.8175,0.212,0.125,0.00334498
Brand B,60261,363,18,5,0.6575,0.32,0.5,0.004306268
Brand W,65526,229,15.1,1,0.3225,0.204,0,0.00251549
Brand E,38982,438,19.3,2,0.845,0.372,0.125,0.008013699
Brand A,86179,289,26,4,0.4725,0.64,0.375,0.002437949
Brand A,74111,399,34.5,4,0.7475,0.98,0.375,0.003908327
Brand Y,67017,214,23.7,3,0.285,0.548,0.25,0.002341346
Brand A,66041,326,16.6,4,0.565,0.264,0.375,0.003530837
Brand E,66698,398,22.5,2,0.745,0.5,0.125,0.004278239
Brand W,36407,400,29.7,1,0.75,0.788,0,0.007935562
Brand B,50006,425,33.3,5,0.8125,0.932,0.5,0.006149062
Brand E,31197,166,20,2,0.165,0.4,0.125,0.003917043
Brand C,66704,496,21.8,6,0.99,0.472,0.625,0.00530313
Brand B,58979,496,29.8,5,0.99,0.792,0.5,0.00603842
Brand X,68104,348,27,8,0.62,0.68,0.875,0.003695818
Brand B,92533,131,26,5,0.0775,0.64,0.5,0.001075292
Brand W,73853,467,14.9,1,0.9175,0.196,0,0.004486886
Brand D,83877,126,32.5,9,0.065,0.9,1,0.001167781
Brand D,50375,444,22.7,9,0.86,0.508,1,0.006304913
Brand C,41812,329,33.6,6,0.5725,0.944,0.625,0.005749067
Brand Y,58179,412,13,3,0.78,0.12,0.25,0.00502415
Brand W,65631,448,28.5,1,0.87,0.74,0,0.004908504
Brand C,58343,185,13.9,6,0.2125,0.156,0.625,0.002291106
Brand X,96409,362,22.7,8,0.655,0.508,0.875,0.002699022
Brand B,48847,478,15.4,5,0.945,0.216,0.5,0.006944541
Brand Y,78694,441,33.4,3,0.8525,0.936,0.25,0.004050118
Brand Y,49801,312,33.2,3,0.53,0.928,0.25,0.00458545
Brand D,45335,397,33.9,9,0.7425,0.956,1,0.006354252
Brand E,32430,309,12.1,2,0.5225,0.084,0.125,0.006781684
Brand B,98064,329,31.8,5,0.5725,0.872,0.5,0.00244575
Brand C,87275,216,22.8,6,0.29,0.512,0.625,0.001810828
Brand A,98802,401,25,4,0.7525,0.6,0.375,0.002916945
Brand B,52256,297,30.1,5,0.4925,0.804,0.5,0.004151294
Brand Z,96902,239,15.7,7,0.3475,0.228,0.75,0.001775092
Brand E,95399,474,11.4,2,0.935,0.056,0.125,0.003513873
Brand C,60855,293,16.9,6,0.4825,0.276,0.625,0.003453619
Brand C,51127,281,15.3,6,0.4525,0.212,0.625,0.003937059
Brand B,54795,267,20.3,5,0.4175,0.412,0.5,0.003522037
Brand X,54119,252,15.9,8,0.38,0.236,0.875,0.003347623
Brand X,57501,429,33.1,8,0.8225,0.924,0.875,0.005395211
Brand D,94023,422,21.2,9,0.805,0.448,1,0.003209427
Brand C,57088,187,26.9,6,0.2175,0.676,0.625,0.002434312
Brand A,86984,126,18.2,4,0.065,0.328,0.375,0.00107675
Brand D,64732,386,33.4,9,0.715,0.936,1,0.004328925
Brand X,31892,344,15.7,8,0.61,0.228,0.875,0.007698169
Brand Z,31159,480,20.4,7,0.95,0.416,0.75,0.010979813
Brand A,42283,473,23.9,4,0.9325,0.556,0.375,0.008000142
Brand C,48723,237,12.6,6,0.3425,0.104,0.625,0.003482544
Brand A,69846,152,13.7,4,0.13,0.148,0.375,0.001582195
Brand Z,46725,161,14.7,7,0.1525,0.188,0.75,0.002506367
Brand B,86990,174,10.4,5,0.185,0.016,0.5,0.001436027
Brand X,40206,385,32,8,0.7125,0.88,0.875,0.00694175
Brand X,86117,212,27.8,8,0.28,0.712,0.875,0.001820082
Brand X,81274,355,29.5,8,0.6375,0.78,0.875,0.003166449
Brand X,30183,415,21,8,0.7875,0.44,0.875,0.00983335
Brand Z,34535,196,15.2,7,0.24,0.208,0.75,0.004104821
Brand C,35215,377,25.3,6,0.6925,0.612,0.625,0.007709499
Brand E,72980,294,21.8,2,0.485,0.472,0.125,0.002909564
Brand Z,55921,443,11,7,0.8575,0.04,0.75,0.005604335
Brand B,95051,225,12.4,5,0.3125,0.096,0.5,0.001696142
